"","Trans2","Trans4","Trans5","Trans6","Trans7","Trans8","Trans9","Trans11","Trans31","Trans41","Food10","Food18","Food26","Food30","Food43","Food46","Food51","Food53","Food55","Food58","Food59","Food81","Food82","Food87","Food107","Food137","Food150","Food153","Food156","Food160","Food162"
"4173",22.1,118.88,0,4,16,23,5,34,1,22,0,4,15,0,0,4.15,0,0,15,28,0,0.333107191,0,0.056309362,0,12,5,7,25,0,3
"4174",14.26,80.91,0,3,10,18,2,9,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,23,19,-0.05,-0.05
"4175",0,11.7,0,0,0,5,38,45,0,4,0,0,0,0,0,0,6,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0
"4176",61.08,115.48,4,6,7,13,25,77,1,0,0,0,0,53.69,0,63.88,4,0,0,0,8.47,0,0,0.992387758,2,4,11,0,10,18.4,24.21
"4177",19.57,80.96,4,5,7,17,2,11,0,0,2.9,2,4.82,7.28,0,15.43,0,0,0,35.06,0,0.173881674,0,0.556637807,1,1,6,2,13,4.38,9.93
"4178",70.4,89.83,1,8,11,13,0,134,1,7,0,5,23.37,0,9.45,0,3,0,5,28.24,14.03,0.387497927,0.156690433,0,0,3,2,8,3,0,0
"4179",65.94,195.16,11,13,16,28,15,33,1,0,0,0,0,0,9.9,0,2,1,0,0,9.9,0,0.908256881,0,0,0,1,2,0,0,0
"4180",12.9,30.24,1,2,4,6,36,170,0,0,0,0,0,8.15,8.5,8.15,3,0,2,0,10.47,0,0.360934183,0.346072187,0,1,7,0,2,1.95,1.95
"4181",0,56.63,0,0,2,11,8,27,0,0,0,0,0,0,0,0,0,1,0,3.45,0,0,0,0,0,0,4,0,5,0,0
"4182",0,48.55,0,0,0,7,24,27,0,1,0,0,0,0,0,0,2,0,2,0,10.5,0,0,0,0,0,0,7,0,0,0
"4183",11.65,105.74,1,1,1,11,4,10,0,3,0,0,0,6.7,0,6.7,3,0,3,16.5,13.65,0,0,1,0,0,1,1,0,1.75,1.75
"4184",38.99,74.04,3,5,8,11,5,140,0,0,4.75,1,4.75,12.68,0,29.47,0,3,0,4.75,0,0.094678095,0,0.58740283,3,4,0,9,9,6.78,16.26
"4185",0,64.48,0,0,7,12,38,51,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0
"4186",32.53,80.78,7,9,13,19,1,13,0,10,0,3,11.4,4.26,2.41,4.26,2,1,2,23.25,6.86,0.3573091,0.0560987,0.09916201,0,2,8,3,11,12.96,12.96
"4187",15.05,71.4,0,6,10,29,1,22,0,8,0,2,7.4,0,0,5.75,1,1,0,13.6,4.65,0.389097744,0,0.216165414,0,2,18,1,23,0,1.95
"4188",52.08,122.63,7,12,17,29,14,32,0.67,3,13.2,8,26.4,14.25,0,18.85,0,0,0,63.9,0,0.596419854,0,0.306753458,3,7,18,1,24,4,5.95
"4189",0,41.8,0,0,0,12,32,59,1,25,0,0,0,0,0,0,1,0,3,4.45,3.75,0,0,0,0,0,1,2,10,0,0
"4190",41.34,96.44,3,8,13,16,13,66,0,39,0,2,6.7,0,0,5.1,0,1,0,18.05,0,0.360639361,0,0.101898102,1,3,1,5,6,0,1.75
"4191",50.71,106.43,9,13,21,27,31,72,0,0,13.35,7,30.2,0,4.85,0,1,1,2,70.25,4.85,0.683760684,0.069088319,0,5,16,0,4,24,0,0
"4192",0,11.85,0,0,0,2,1,27,0,14,0,0,0,0,0,0,0,0,4,3.95,0,0,0,0,0,0,6,0,4,0,0
"4193",0,23.71,0,0,0,4,10,41,0,0,0,0,0,0,0,0,2,0,2,0,4.54,0,0,0,0,0,0,3,1,0,0
"4194",0,114.04,0,0,1,14,33,41,1,5,0,0,0,0,0,7.7,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3.45
"4195",7.57,39.5,1,2,7,10,23,89,0,51,2.9,2,7.57,0,0,5.16,0,0,0,11.65,0,0.384263959,0,0.261928934,0,3,2,1,4,0,3.39
"4196",0,97.11,0,0,0,13,0,10,1,1,0,0,0,0,0,0,13,2,4,15.8,29.94,0,0,0,0,0,6,22,6,0,0
"4197",0,92.3,0,0,0,10,1,24,0,2,0,0,0,0,0,0,0,0,0,7.36,0,0,0,0,0,0,6,12,14,0,0
"4198",15.4,89.81,0,3,5,15,4,12,1,7,0,1,4.75,10.65,0,10.65,0,3,3,17.2,0,0.24173028,0,0.541984733,0,2,3,2,10,3.9,3.9
"4199",111.65,138.1,18,18,18,24,11,14,0,1,22.35,5,22.35,55.22,0,55.22,0,2,5,25.7,0,0.220414201,0,0.544575937,4,4,3,22,9,21.55,21.55
"4200",27.08,42.93,0,5,7,9,22,113,1,63,0,3,10.35,11.05,0,11.05,0,1,2,13.3,0,0.384758364,0,0.410780669,0,1,8,0,9,6.9,6.9
"4201",0,75.3,0,0,13,13,0,115,0,0,0,0,0,0,0,38.85,0,2,0,17.5,0,0.29991431,0,0.665809769,0,4,2,5,11,0,18.2
"4202",0,300.04,0,0,18,41,18,37,0.57,18,0,0,0,0,0,70.12,0,0,3,3.95,0,0.043689857,0,0.775577923,0,11,4,6,17,0,37.3
"4203",0,19.24,0,0,0,3,5,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"4204",0,206.09,0,0,0,50,23,26,1,2,0,0,0,0,0,0,0,0,0,206.09,0,0,0,0,0,0,0,0,65,0,0
"4205",0,70.45,0,0,2,8,39,48,0,0,0,0,0,0,0,9.4,6,0,0,2.75,21.9,0.226337449,0,0.773662551,0,1,3,0,4,0,5.65
"4206",11.03,41.07,4,4,7,8,16,147,0,1,0,0,0,0,0,9.94,0,4,2,0,0,0,0,0.501766785,2,5,2,0,4,0,5.86
"4207",17.91,83.91,0,3,5,15,24,43,0.67,5,0,2,8.4,0,0,0,2,4,8,18,8.7,0.51888668,0,0,0,4,4,9,6,0,0
"4208",83.07,120.54,14,23,26,36,13,20,0,2,0,4,15.01,18.31,0,24.46,2,1,2,24.31,5.29,0.171601692,0,0.279638733,2,5,16,7,23,22.09,23.66
"4209",0,99.74,0,0,6,14,16,42,0,0,0,0,0,0,0,21.04,2,4,3,0,7.77,0,0,0.4489012,0,6,4,1,8,0,6.63
"4210",22,198.9,0,2,16,21,10,42,1,0,0,0,0,8.35,16.8,88.3,6,1,13,3.45,21.25,0.021335807,0.103896104,0.546072975,0,14,19,2,22,1.75,34.25
"4211",60.49,122.89,0,4,12,13,12,137,1,110,0,0,0,12.3,0,16.65,0,0,4,0,0,0,0,0.216938111,0,7,0,2,7,2.25,15.75
"4212",76.65,268.1,4,9,15,31,3,17,0,11,0,1,3.65,60.5,3.55,72.3,3,0,2,3.65,10.45,0.035749265,0.034769834,0.708129285,0,1,14,0,9,45.05,66.05
"4213",46.25,158.6,0,4,11,13,23,95,0.33,0,0,1,3.65,9.05,0,25.3,0,1,4,11.55,0,0.145191703,0,0.318038969,0,8,5,1,12,2.45,7.85
"4214",0,8.03,0,0,0,2,6,15,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0
"4215",0,125.23,0,0,22,29,31,43,0,2,0,0,0,0,0,0,0,2,0,42.1,0,0.523702032,0,0,0,10,4,8,13,0,0
"4216",0,109.48,0,0,9,19,9,39,0,0,0,0,0,0,22.25,0,22,0,6,25.9,62.18,0.443873179,0.381319623,0,0,8,1,19,9,0,0
"4217",2.25,18.85,1,1,1,7,40,44,0,0,2.25,1,2.25,0,0,0,0,0,0,2.25,0,1,0,0,0,0,7,0,7,0,0
"4218",14.56,30.91,0,3,3,16,30,47,0,12,0,1,4.65,0,0,0,0,2,0,22.55,0,1,0,0,0,1,0,0,7,0,0
"4219",0,196.7,0,0,22,29,36,72,1,33,0,0,0,0,0,122.55,0,0,4,7.3,0,0.029688087,0,0.9210823,0,19,4,0,28,0,56.3
"4220",20.45,48.38,0,3,4,8,11,29,0,7,0,4,12.1,8.35,0,8.35,0,0,0,28.6,0,0.683111955,0,0.316888046,0,2,6,0,8,2.45,2.45
"4221",0,81.3,0,0,9,13,38,58,0,60,0,0,0,0,0,7.2,2,0,0,0,10,0,0,0.74611399,0,1,0,2,0,0,4.9
"4222",0,63.11,0,0,0,14,2,9,0,1,0,0,0,0,0,0,2,0,4,32.4,8.4,0,0,0,0,0,12,0,12,0,0
"4223",85.6,194.41,6,12,19,26,17,63,0,23,0,1,3.95,9.75,0,9.75,0,0,15,5.9,0,0.05891126,0,0.14541387,3,13,0,6,15,3.7,3.7
"4224",0,103.84,0,0,0,28,7,14,0,0,0,0,0,0,0,0,0,0,0,18.87,0,0,0,0,0,0,0,7,1,0,0
"4225",0,121,0,0,9,18,2,10,0,0,0,0,0,0,0,0,1,0,14,25.7,4.65,0.310961969,0,0,0,5,14,0,15,0,0
"4226",1.75,10.15,0,1,1,3,7,217,0,8,0,0,0,0,0,0,2,0,0,0,8.4,0,0,0,0,0,2,0,1,0,0
"4227",25.7,149.05,0,4,12,24,28,33,1,18,0,2,9.6,16.1,0,60.4,0,0,0,26.6,0,0.234474018,0,0.765525982,0,10,7,2,10,6.5,24
"4228",65.17,101.22,20,29,37,41,37,51,0,6,0,0,0,0,0,0,0,28,0,0,0,0,0,0,3,6,10,21,22,0,0
"4229",0,51.52,0,0,5,10,38,87,0,0,0,0,0,0,13.85,0,6,0,4,0,29.7,0,1,0,0,3,2,0,2,0,0
"4230",19.48,38.53,1,3,3,8,22,47,0,21,0,0,0,11.4,0,11.4,0,0,0,0,0,0,0,0.786206897,2,3,0,0,2,6.85,6.85
"4231",0,51.81,0,0,6,8,0,70,0,69,0,0,0,0,0,0,0,0,0,20.21621622,0,0.848184819,0,0,0,0,2,7,9,0,0
"4232",60.82,111.84,8,14,17,20,2,67,0,36,2.95,1,2.95,0,0,0,0,1,0,16.7,0,0.816666667,0,0,0,2,2,1,4,0,0
"4233",55.18,115.28,3,10,13,20,12,29,0.25,15,4.45,2,8.9,13.4,4.45,13.4,1,1,7,34,4.45,0.245268736,0.067373202,0.202876609,3,13,1,3,6,4.5,4.5
"4234",0,102.65,0,0,8,12,19,35,1,6,0,0,0,0,0,8.2,0,1,3,23.5,0,0.356102004,0,0.149362477,0,9,1,2,14,0,4.25
"4235",21.99,135.6,2,4,8,12,13,81,0,0,3.95,1,3.95,10.3,0,10.3,0,0,3,14.6,0,0.146840149,0,0.191449814,1,3,5,0,13,6.95,6.95
"4236",9.54,76.88,2,3,8,15,16,35,0,4,0,0,0,0,3.89,0,7,6,4,0,24.3,0,0.135587313,0,1,7,2,7,3,0,0
"4237",0,93.13,0,0,2,9,34,40,1,5,0,0,0,0,0,0,4,1,0,9.04,18.47,1,0,0,0,2,0,4,3,0,0
"4238",19.18,35.78,6,7,7,9,36,231,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,0,0
"4239",13.05,37.54,0,3,7,11,11,39,0.75,14,0,3,13.05,0,0,0,1,0,0,25.3,2.22,0.784926471,0,0,0,1,9,0,11,0,0
"4240",41.32,85.29,6,8,12,13,10,161,0,42,3.45,6,25.4,0,0,0,0,2,12,34.9,0,0.70221328,0,0,1,8,7,7,14,0,0
"4241",9.6,116.9,0,1,5,9,11,37,1,13,0,2,9.6,0,0,0,1,0,16,9.6,4.75,0.310177706,0,0,0,6,2,5,5,0,0
"4242",0,78.98,0,0,10,15,1,3,0,1,0,0,0,0,0,21.9,0,0,0,14.8,0,0.4032698,0,0.5967302,0,2,12,0,14,0,8.1
"4243",0,36.63,0,0,0,10,25,41,0,4,0,0,0,0,0,0,0,3,0,3.1,0,0,0,0,0,0,6,0,9,0,0
"4244",12.85,26.5,1,3,4,6,25,149,0,120,0,1,3.75,0,11.85,0,7,0,0,3.75,19.75,0.215517241,0.681034483,0,1,4,0,0,1,0,0
"4245",0,238.45,0,0,9,32,15,20,1,4,0,0,0,0,0,8.4,0,0,0,0,0,0,0,1,0,0,7,0,7,0,4.45
"4246",11.15,126.39,0,2,13,25,10,40,1,2,0,1,3.95,6.2,0,15.85,0,6,3,35.55,0,0.44218241,0,0.258143323,0,12,6,1,21,2.25,4.5
"4247",27.79,53.64,5,6,9,15,40,58,0,0,0,0,0,0,22.07,0,8,0,0,7.76,29.02,0.133150039,0.866849961,0,4,7,0,2,1,0,0
"4248",0,89.63,0,0,5,15,0,13,1,11,0,0,0,0,0,0,8,2,4,8.1,18.8,0,0,0,0,0,13,0,3,0,0
"4249",12,54.41,0,4,7,14,11,26,0.33,1,0,0,0,0,10.9,4.25,9,1,0,16.8,27.51,0.205069124,0.502304148,0.195852535,0,7,0,0,6,0,1.5
"4250",0,21.34,0,0,1,6,12,59,0,4,0,0,0,0,0,0,0,8,0,9.85,0,0,0,0,0,0,4,2,4,0,0
"4251",36.43,103.83,8,9,13,17,7,82,0,0,2.45,1,2.45,4.4,0,8.1,0,1,7,2.45,0,0.077287066,0,0.255520505,1,3,9,0,10,2.45,4.4
"4252",0,46.1,0,0,4,10,39,76,1,0,0,0,0,0,0,0,1,0,3,16.5,4.65,0.643274854,0,0,0,6,1,3,9,0,0
"4253",0,18.1,0,0,0,17,32,37,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0
"4254",19.2,27.1,3,5,6,7,16,202,0,130,0,0,0,0,18.9,0,6,0,0,0,22.85,0,1,0,1,4,2,0,0,0,0
"4255",211.3,229.85,38,39,39,43,12,14,1,1,0,0,0,0,189.9,0,38,0,4,0,203.04,0,0.908395121,0,1,1,2,40,0,0,0
"4256",46.59,93.55,0,10,15,20,28,60,0,2,0,8,34.9,0,0,0,1,1,2,59.55,1.97,0.814203138,0,0,0,11,7,0,14,0,0
"4257",0,138.35,0,0,1,16,11,57,1,0,0,0,0,0,0,0,0,0,3,46.75,0,1,0,0,0,0,19,0,24,0,0
"4258",31.8,81.25,6,7,13,18,2,87,0,0,8.4,2,8.4,0,0,12.95,0,7,2,8.4,0,0.318785579,0,0.491461101,0,3,3,4,5,0,3.5
"4259",0,58.17,0,0,1,5,25,33,1,7,0,0,0,0,0,9.05,0,0,5,0,0,0,0,1,0,1,1,0,4,0,2
"4260",20.67,27.7,4,6,7,9,10,93,0,65,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,2,5,4,3,0,0
"4261",0,102.2,0,0,10,20,4,35,1,17,0,0,0,0,0,13,0,0,4,52.05,0,0.426926484,0,0.230292294,0,11,2,0,20,0,9.35
"4262",54.86,86.91,5,9,10,16,3,23,0,11,8.1,4,15,8.65,0,8.65,0,0,2,28.8,0,0.680811808,0,0.319188192,0,0,10,1,6,5.2,5.2
"4263",4.15,36.69,2,2,8,10,27,113,0,17,0,0,0,0,0,11.02,2,0,0,7.26,4.04,0.234401349,0,0.619449129,0,2,4,0,3,0,5.32
"4264",32.81,58.56,4,7,10,12,23,142,1,36,0,0,0,0,9.2,11.85,3,4,3,0,13.15,0,0.218527316,0.281472684,1,6,2,2,0,4.7,7.15
"4265",0,81.56,0,0,4,18,10,30,1,9,0,0,0,0,0,4.25,2,0,8,3,8.9,0,0,0.278688525,0,4,3,0,18,0,2
"4266",6.68,51.48,1,2,7,9,9,100,0,46,0,0,0,0,0,6.4,0,3,2,0,0,0,0,0.447552448,0,4,0,3,9,2.45,7.35
"4267",0,147.97,0,0,12,30,0,4,1,0,0,0,0,0,0,25.78,2,3,0,10.87,8.07,0.244930149,0,0.580892294,0,2,12,2,11,0,15.39
"4268",110.42,164.73,15,19,23,24,36,128,0,63,46.45,14,58.9,12.2,0,12.2,0,0,4,67.5,0,0.70754717,0,0.1278826,14,18,5,0,15,2.25,2.25
"4269",49.21,64.25,4,9,11,12,16,155,0,1,0,2,6.4,14.25,0,14.25,0,0,9,6.4,0,0.150093809,0,0.334193246,0,5,9,2,14,5.95,5.95
"4270",4.38,41.81,0,1,5,6,24,163,0,138,0,0,0,0,0,12.78,2,0,5,0,8.76,0,0,0.445762121,0,1,4,3,3,0,5.8
"4271",31.53,72.61,3,5,8,9,22,112,0,82,0,0,0,0,0,22.7,0,0,3,10.35,0,0.226130653,0,0.495958051,3,5,4,0,6,0,11.64
"4272",0,147.72,0,0,8,30,35,41,1,1,0,0,0,0,8.9,6.7,7,5,7,27.5,27.59,0.257617729,0.246537396,0.185595568,0,4,0,4,4,0,1.95
"4273",0,21.35,0,0,3,6,16,23,0,6,0,0,0,0,0,0,0,0,2,11.85,0,0.642276423,0,0,0,2,2,0,5,0,0
"4274",5.95,17.76,0,1,3,4,18,206,0,111,0,0,0,0,0,0,1,0,0,0,4.95,0,0,0,0,0,0,1,0,0,0
"4275",0,90.64,0,0,5,17,4,43,0,35,0,0,0,0,0,0,0,0,0,24.9,0,0.96969697,0,0,0,1,2,1,6,0,0
"4276",19.7,127.17,1,3,5,26,2,9,0,2,0,0,0,15.25,4.45,33.1,2,0,4,3.25,8.4,0,0.115434501,0.858625162,0,1,12,1,9,7.35,19
"4277",4.92,55.87,2,3,10,14,20,28,1,7,0,0,0,4.92,0,29.25,0,0,0,0,0,0,0,0.713937027,1,1,1,12,0,1.99,12.57
"4278",45.84,114.1,5,10,14,20,4,38,0,6,12.36,7,27.73,0,0,23.88,0,1,4,61.87,0,0.501718213,0,0.328247423,1,9,8,4,23,2.41,13.31
"4279",55.28,79.41,7,14,16,23,0,23,0,0,0,0,0,26.95,0,26.95,0,0,0,0,0,0,0,0.616,3,3,12,2,16,11.2,11.2
"4280",40.17,56.05,7,9,13,15,16,36,0,17,0,1,3.95,4.6,13.35,4.6,4,0,2,3.95,15.57,0.138596491,0.468421053,0.161403509,4,4,1,3,1,1.95,1.95
"4281",0,79.22,0,0,11,19,36,41,1,1,0,0,0,0,3.45,0,1,2,0,0,3.45,0,0.579831933,0,0,2,1,0,0,0,0
"4282",48.09,123.37,0,7,11,19,31,59,1,11,0,0,0,0,0,8.5,0,1,0,0,0,0,0,0.894736842,0,1,0,1,0,0,4.95
"4283",0,94.05,0,0,6,16,16,25,0,8,0,0,0,0,0,31.15,2,6,2,4.15,3.45,0,0,0.832887701,0,8,2,0,13,0,11.6
"4284",23.55,43.47,2,8,11,15,34,72,0.75,40,0,0,0,14.55,0,14.55,1,0,2,0,1.97,0,0,0.497435897,0,1,12,0,13,9.15,9.15
"4285",19.35,54.81,0,3,4,9,16,37,0,0,0,0,0,0,12.65,5.2,5,0,0,0,16.9,0,0.708683473,0.291316527,0,2,4,0,1,0,2.45
"4286",18.6,122.1,0,1,6,12,2,38,0,0,0,4,18.6,0,0,0,4,0,14,55,13.95,0.715384615,0,0,0,14,2,2,18,0,0
"4287",44.5,73.95,5,8,9,11,39,199,0.33,0,9.2,5,20.92,7.9,4.45,18.95,1,0,2,20.92,4.45,0.395313681,0.084089191,0.35808768,5,7,2,2,8,3.45,7.2
"4288",0,48.93,0,0,0,6,5,19,0,12,0,0,0,0,0,0,0,0,0,33.1,0,0,0,0,0,0,0,1,8,0,0
"4289",118.79,159,7,17,20,23,0,86,0.92,0,0,3,12.85,41.27,13.65,41.27,4,6,10,12.85,13.65,0.134865659,0.143261965,0.433144417,1,10,15,1,11,21.32,21.32
"4290",0,254.88,0,0,2,38,25,29,1,2,0,0,0,0,0,19.7,5,0,2,31.15,19.62,0,0,0.942583732,0,2,8,0,14,0,10.8
"4291",78.62,89.52,3,8,8,11,31,186,0,27,0,0,0,32.75,0,32.75,2,0,0,0,7.9,0,0,0.621442125,0,0,4,0,2,4.9,4.9
"4292",32.85,95.15,0,6,15,21,7,28,0,15,0,4,19.5,0,0,0,2,1,0,68.85,3.95,0.981515712,0,0,0,9,0,4,15,0,0
"4293",0,33.32,0,0,0,11,34,63,1,22,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,5,0,10,0,0
"4294",16.85,62.13,0,4,5,15,13,44,0,23,0,1,3,0,0,0,4,0,0,12.5,13.54,1,0,0,0,2,2,0,5,0,0
"4295",74.36,141.76,5,11,12,20,1,33,1,0,7.07,4,15.23,21.99,4.09,28.28,12,0,12,15.23,39.85,0.202796272,0.054460719,0.376564581,1,3,26,1,15,6.58,8.99
"4296",7.7,104.87,0,2,9,17,5,31,0,0,0,1,4.25,0,0,29.15,0,2,0,22.75,0,0.369989723,0,0.599177801,0,5,9,0,10,0,12.5
"4297",28.89,79.66,0,6,9,17,13,23,0,20,0,6,21.34,0,0,0,0,6,4,36.97,0,0.830413297,0,0,0,6,6,7,15,0,0
"4298",0,147.2,0,0,1,19,5,13,0,0,0,0,0,0,4.45,0,1,22,0,0,4.45,0,1,0,0,1,1,7,7,0,0
"4299",0,63.7,0,0,0,15,6,11,1,4,0,0,0,0,0,0,0,7,3,5.2,0,0,0,0,0,0,2,4,4,0,0
"4300",8.9,64.46,0,1,3,13,13,20,0,2,0,0,0,8.4,3.25,15.35,6,3,0,0,19.5,0,0.165816327,0.783163265,0,1,11,2,2,2.45,4.2
"4301",0,39.25,0,0,0,7,0,4,0,3,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,1,0,7,0,0
"4302",0,230.07,0,0,13,40,3,6,0,0,0,0,0,0,0,9,2,4,4,26.2,8.5,0.321299639,0,0.216606498,0,7,2,1,17,0,2
"4303",0,65.7,0,0,8,10,20,94,0,62,0,0,0,0,3.92,22.14,2,0,0,0,7.74,0,0.147590361,0.833584337,0,0,8,0,0,0,7.46
"4304",0,126.63,0,0,0,24,19,23,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,10,0,0
"4305",50.19,86.06,8,11,17,22,7,48,0,18,0,0,0,0,0,0,0,10,2,0,0,0,0,0,1,2,0,10,0,0,0
"4306",0,91.16,0,0,12,14,12,100,0,1,0,0,0,0,0,30.48,0,0,0,28.31,0,0.402470104,0,0.597529896,0,4,9,0,13,0,11.05
"4307",0,24.07,0,0,4,9,29,38,0,5,0,0,0,0,4.57,0,3,0,0,0,10.37,0,1,0,0,1,0,0,0,0,0
"4308",0,21.78,0,0,0,5,5,40,0,12,0,0,0,0,0,0,3,3,0,0,7.41,0,0,0,0,0,0,0,0,0,0
"4309",0,13.49,0,0,0,2,26,94,1,12,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,2,0,0
"4310",0,177.9,0,0,13,35,3,24,0,16,0,0,0,0,0,0,0,0,2,124.3,0,1,0,0,0,0,1,28,27,0,0
"4311",0,88.95,0,0,0,14,2,13,0,0,0,0,0,0,0,0,0,2,9,11.6,0,0,0,0,0,0,12,0,10,0,0
"4312",0,44.8,0,0,0,8,6,20,1,12,0,0,0,0,0,0,4,0,0,0,9.18,0,0,0,0,0,4,12,4,0,0
"4313",0,82.48,0,0,4,9,24,47,0,9,0,0,0,0,24.5,0,10,0,0,0,40.15,0,0.907407407,0,0,6,0,4,0,0,0
"4314",0,22.94,0,0,2,5,6,37,0,18,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,4,4,0,0
"4315",27.93,33.43,0,6,6,7,26,201,0,173,0,1,2.61,14.18,0,14.18,0,0,4,2.61,0,0.093447906,0,0.507697816,0,5,2,2,7,6.35,6.35
"4316",0,82.1,0,0,2,13,5,24,1,17,0,0,0,0,0,0,2,0,8,0,4.28,0,0,0,0,1,7,0,3,0,0
"4317",185.81,276.14,12,22,28,36,25,40,0,1,0,1,3.65,125.58,0,132.18,0,0,2,3.65,0,0.02438536,0,0.8830839,11,17,6,0,11,71.29,74.24
"4318",42.3,51.75,3,6,6,7,9,262,0,246,0,0,0,27.4,0,27.4,0,2,2,0,0,0,0,0.744565217,3,4,5,2,5,10.3,10.3
"4319",0,301.56,0,0,23,41,2,19,0,0,0,0,0,0,0,106.6,0,2,5,57.55,0,0.171659374,0,0.717603501,0,18,7,6,25,0,45.3
"4320",23.47,35.57,2,7,8,11,1,24,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"4321",0,48.2,0,0,5,7,23,52,1,8,0,0,0,0,0,0,0,2,0,15.6,0,0.636734694,0,0,0,2,9,0,9,0,0
"4322",20.41,42.67,3,6,6,10,23,195,0,0,4.65,1,4.65,4.6,0,4.6,0,0,6,8.3,0,0.400862069,0,0.396551724,0,1,0,5,3,2.25,2.25
"4323",9.55,36.45,2,2,7,8,24,100,0,60,3.45,1,3.45,0,0,9.35,0,0,2,20.5,0,0.516666667,0,0.283333333,1,1,10,0,9,0,2.45
"4324",4.25,24.5,0,1,1,6,1,16,0,5,0,1,4.25,0,0,0,0,2,0,17.3,0,1,0,0,0,0,3,0,2,0,0
"4325",14.43,43.58,0,2,6,11,5,44,0,8,0,0,0,3.5,0,3.5,0,0,0,0,0,0,0,0.4375,0,1,3,0,4,1.75,6.25
"4326",29.8,74.3,6,11,15,23,0,23,1,6,2.21,4,8.84,0,0,0,0,4,12,8.84,0,0.227600412,0,0,1,5,15,3,16,0,0
"4327",0,67.43,0,0,7,18,14,33,0,10,0,0,0,0,0,4.8,0,5,6,2.93,0,0,0,0.1897233,0,2,4,8,10,0,2.45
"4328",0,93.8,0,0,0,15,34,45,0.75,0,0,0,0,0,0,0,22,0,0,0,67.44,0,0,0,0,0,18,0,0,0,0
"4329",0,61.82,0,0,5,24,18,27,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,20,0,0
"4330",37.1,73.85,2,6,12,13,38,122,0,70,4.15,5,22.05,0,0,0,0,1,0,48.25,0,0.816326531,0,0,1,12,0,0,13,0,0
"4331",0,97.05,0,0,19,21,15,110,0,1,0,0,0,0,40.05,0,10,2,4,6.7,44,0.118270079,0.706972639,0,0,9,2,6,2,0,0
"4332",0,359.19,0,0,0,38,4,11,1,0,0,0,0,0,0,0,2,12,6,0,7.9,0,0,0,0,0,0,7,38,0,0
"4333",0,40.36,0,0,1,5,34,42,1,3,0,0,0,0,0,0,0,0,0,4.75,0,0,0,0,0,0,0,3,1,0,0
"4334",9.65,32.05,0,2,3,5,3,158,0,23,0,1,3.45,0,0,6.5,0,2,0,3.45,0,0.288702929,0,0.543933054,0,1,1,1,2,0,3.25
"4335",52.5,115.16,6,9,10,19,9,41,0,0,0,0,0,24.8,0,24.8,1,0,7,0,3.95,0,0,0.532760473,4,7,6,4,12,9.95,9.95
"4336",0,43.15,0,0,0,6,1,52,1,0,0,0,0,0,0,0,1,0,0,3.65,4.45,0,0,0,0,0,4,0,1,0,0
"4337",0,33.95,0,0,0,4,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
"4338",131.5,237.7,9,17,19,37,0,6,0,1,0,0,0,10.65,17.6,10.65,5,9,12,0,21.55,0,0.244274809,0.147814018,4,4,6,20,0,7.95,7.95
"4339",8.61,16.67,0,2,2,5,2,37,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0
"4340",0,61.47,0,0,0,10,23,44,0,0,0,0,0,0,0,0,19,0,0,0,57.58,0,0,0,0,0,10,0,0,0,0
"4341",0,102.34,0,0,9,13,26,50,1,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"4342",0,200.04,0,0,12,43,1,3,0,0,0,0,0,0,0,12.11,0,4,64,0,0,0,0,0.211935597,0,15,11,15,39,0,4.12
"4343",0,66.33,0,0,0,11,17,26,1,6,0,0,0,0,0,0,3,0,0,0,15.25,0,0,0,0,0,0,3,0,0,0
"4344",0,26.67,0,0,0,6,5,38,0,2,0,0,0,0,0,0,3,2,0,0,10.17,0,0,0,0,0,2,0,0,0,0
"4345",27.55,102.66,2,6,11,20,4,31,0,2,0,1,3.25,0,20.8,0,10,0,0,6,27.7,0.201342282,0.697986577,0,1,2,14,0,2,0,0
"4346",29.86,65.81,1,6,9,15,32,43,0,4,4.75,3,14.05,0,0,0,0,0,0,40.4,0,0.882544861,0,0,0,2,3,1,11,0,0
